id,visitor_id,user_id,timestamp,event_type,product_id,order_id_for_refund,is_recommended
461,visitor_231,,2026-01-01T00:00:00,transaction,461,,no
462,,231,2026-01-01T00:00:00,refund_request,,77,no
463,visitor_232,,2026-01-01T00:00:00,view,463,,no
464,,232,2026-01-01T00:00:00,add_to_cart,464,,yes
465,visitor_233,,2026-01-01T00:00:00,delete_from_cart,465,,yes
466,,233,2026-01-01T00:00:00,quantity,466,,no
467,visitor_234,,2026-01-01T00:00:00,transaction,467,,no
468,,234,2026-01-01T00:00:00,refund_request,,78,no
469,visitor_235,,2026-01-01T00:00:00,view,469,,no
470,,235,2026-01-01T00:00:00,add_to_cart,470,,yes
471,visitor_236,,2026-01-01T00:00:00,delete_from_cart,471,,no
472,,236,2026-01-01T00:00:00,quantity,472,,no
473,visitor_237,,2026-01-01T00:00:00,transaction,473,,no
474,,237,2026-01-01T00:00:00,refund_request,,79,no
475,visitor_238,,2026-01-01T00:00:00,view,475,,no
476,,238,2026-01-01T00:00:00,add_to_cart,476,,no
477,visitor_239,,2026-01-01T00:00:00,delete_from_cart,477,,no
478,,239,2026-01-01T00:00:00,quantity,478,,no
479,visitor_240,,2026-01-01T00:00:00,transaction,479,,yes
480,,240,2026-01-01T00:00:00,refund_request,,80,yes
481,visitor_241,,2026-01-01T00:00:00,view,481,,no
482,,241,2026-01-01T00:00:00,add_to_cart,482,,no
483,visitor_242,,2026-01-01T00:00:00,delete_from_cart,483,,no
484,,242,2026-01-01T00:00:00,quantity,484,,yes
485,visitor_243,,2026-01-01T00:00:00,transaction,485,,yes
486,,243,2026-01-01T00:00:00,refund_request,,81,no
487,visitor_244,,2026-01-01T00:00:00,view,487,,no
488,,244,2026-01-01T00:00:00,add_to_cart,488,,no
489,visitor_245,,2026-01-01T00:00:00,delete_from_cart,489,,no
490,,245,2026-01-01T00:00:00,quantity,490,,yes
491,visitor_246,,2026-01-01T00:00:00,transaction,491,,no
492,,246,2026-01-01T00:00:00,refund_request,,82,no
493,visitor_247,,2026-01-01T00:00:00,view,493,,no
494,,247,2026-01-01T00:00:00,add_to_cart,494,,no
495,visitor_248,,2026-01-01T00:00:00,delete_from_cart,495,,yes
496,,248,2026-01-01T00:00:00,quantity,496,,no
497,visitor_249,,2026-01-01T00:00:00,transaction,497,,no
498,,249,2026-01-01T00:00:00,refund_request,,83,no
499,visitor_250,,2026-01-01T00:00:00,view,499,,no
500,,250,2026-01-01T00:00:00,add_to_cart,500,,no
